id,parcela,placa,familia,especie,especie_sem_autor,nome_comum,habito,ameaca_flora_brasileira,endemismo,cap,ht,coord_x,coord_y
147,13,2739,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,40,8,729939.823688698,6959291.51184567
148,13,2740,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,53,14,729939.823688698,6959291.51184567
149,13,2738,ARECACEAE,Syagrus romanzoffiana (Cham.) Glassman,Syagrus romanzoffiana,Gerivá,Erva,LC,não é endêmica do Brasil,93,15,729939.823688698,6959291.51184567
150,13,2729,ERYTHROXYLACEAE,Erythroxylum deciduum A.St.-Hil.,Erythroxylum deciduum,Cocão,Árvore,NE,não é endêmica do Brasil,14,7,729939.823688698,6959291.51184567
151,13,2730,ERYTHROXYLACEAE,Erythroxylum deciduum A.St.-Hil.,Erythroxylum deciduum,Cocão,Árvore,NE,não é endêmica do Brasil,15,8,729939.823688698,6959291.51184567
152,14,2858,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,14,5.5,729960.583539282,6959254.317674
153,14,2857,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,16,6,729960.583539282,6959254.317674
154,14,2758,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,12.5,5,729960.583539282,6959254.317674
155,14,2724,FABACEAE,Andira anthelmia (Vell.) Benth.,Andira anthelmia,Andira,Árvore,NE,é endêmica do Brasil,17,6,729960.583539282,6959254.317674
156,14,2775,Urticaceae,Coussapoa microcarpa (Schott) Rizzini,Coussapoa microcarpa,Mata-pau,Árvore,NE,é endêmica do Brasil,35,14,729960.583539282,6959254.317674
157,14,2780,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,18,5,729960.583539282,6959254.317674
158,14,2710,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,26,7,729960.583539282,6959254.317674
159,14,2778,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,48,14,729960.583539282,6959254.317674
160,14,2700,BIGNONIACEAE,Handroanthus chrysotrichus (Mart. ex DC.) Mattos,Handroanthus chrysotrichus,Ipê-amarelo,Árvore,NE,não é endêmica do Brasil,19,5,729960.583539282,6959254.317674
161,14,2774,BIGNONIACEAE,Handroanthus chrysotrichus (Mart. ex DC.) Mattos,Handroanthus chrysotrichus,Ipê-amarelo,Árvore,NE,não é endêmica do Brasil,120,19,729960.583539282,6959254.317674
162,14,2851,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,26,5,729960.583539282,6959254.317674
163,14,2852,Morta,Morta,Morta,Morta,-,-,-,70,8,729960.583539282,6959254.317674
164,14,2803,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,21,4,729960.583539282,6959254.317674
165,14,2727,ARECACEAE,Syagrus romanzoffiana (Cham.) Glassman,Syagrus romanzoffiana,Gerivá,Erva,LC,não é endêmica do Brasil,62,16,729960.583539282,6959254.317674
166,14,2704,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,59,13,729960.583539282,6959254.317674
167,14,2706,ARECACEAE,Syagrus romanzoffiana (Cham.) Glassman,Syagrus romanzoffiana,Gerivá,Erva,LC,não é endêmica do Brasil,45,13,729960.583539282,6959254.317674
168,14,2716,RUBIACEAE,Psychotria mapourioides DC.,Psychotria mapourioides,Psicótria,Árvore,NE,é endêmica do Brasil,21,5,729960.583539282,6959254.317674
169,15,2683,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,41,13,729953.956718982,6959204.11216427
170,15,2684,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,18,5,729953.956718982,6959204.11216427
171,15,2685,MYRTACEAE,Eugenia sp.,Eugenia sp.,Guamirim,-,-,-,65,14,729953.956718982,6959204.11216427
172,15,2697,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,16.5,6,729953.956718982,6959204.11216427
173,15,2686,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,57,17,729953.956718982,6959204.11216427
174,15,2688,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,42,13,729953.956718982,6959204.11216427
175,15,2689,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,31,9,729953.956718982,6959204.11216427
176,15,2690,MONIMIACEAE,Mollinedia schottiana (Spreng.) Perkins,Mollinedia schottiana,Pimenteira,Árvore,NE,não é endêmica do Brasil,13.5,8,729953.956718982,6959204.11216427
177,15,2691,Morta,Morta,Morta,Morta,-,-,-,41,17,729953.956718982,6959204.11216427
178,15,2693,LAURACEAE,Endlicheria paniculata (Spreng.) J.F.Macbr.,Endlicheria paniculata,Canela-frade,Arbusto; Árvore,NE,não é endêmica do Brasil,35,12,729953.956718982,6959204.11216427
179,15,2694,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,16,6,729953.956718982,6959204.11216427
180,15,2695,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,13.5,3,729953.956718982,6959204.11216427
181,15,2696,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,22,4,729953.956718982,6959204.11216427
182,15,2723,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,22,7,729953.956718982,6959204.11216427
183,15,2697,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,29,13,729953.956718982,6959204.11216427
184,15,2698,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,14.5,5,729953.956718982,6959204.11216427
185,15,2711,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,76,17,729953.956718982,6959204.11216427
186,15,2712,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,33,8,729953.956718982,6959204.11216427
187,15,2726,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,20,8,729953.956718982,6959204.11216427
188,15,2699,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,43,17,729953.956718982,6959204.11216427
189,15,2722,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,22,9,729953.956718982,6959204.11216427
190,15,2777,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,31,13,729953.956718982,6959204.11216427
191,15,2714,ERYTHROXYLACEAE,Erythroxylum deciduum A.St.-Hil.,Erythroxylum deciduum,Cocão,Árvore,NE,não é endêmica do Brasil,15,8,729953.956718982,6959204.11216427
192,15,2713,LAURACEAE,Nectandra oppositifolia Nees,Nectandra oppositifolia,Canela-ferrugem,Árvore,NE,não é endêmica do Brasil,100,20,729953.956718982,6959204.11216427
193,16,2682,MYRTACEAE,Eugenia sp.,Eugenia sp.,Guamirim,-,-,-,78,16,729950.796337721,6959151.5690688
194,16,2621,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,130,21,729950.796337721,6959151.5690688
195,16,2718,LAURACEAE,Endlicheria paniculata (Spreng.) J.F.Macbr.,Endlicheria paniculata,Canela-frade,Arbusto; Árvore,NE,não é endêmica do Brasil,62,14,729950.796337721,6959151.5690688
196,16,2721,RUTACEAE,Zanthoxylum rhoifolium Lam.,Zanthoxylum rhoifolium,Mamica-de-cadela,Árvore,NE,não é endêmica do Brasil,16,6,729950.796337721,6959151.5690688
197,16,2725,PIPERACEAE,Piper gaudichaudianum Kunth,Piper gaudichaudianum,jaborandi,Arbusto,NE,não é endêmica do Brasil,14,4,729950.796337721,6959151.5690688
198,16,2720,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,60,9,729950.796337721,6959151.5690688
199,16,2680,ANNONACEAE,Annona neosalicifolia H.Rainer,Annona neosalicifolia,Araticum-amarelo,Árvore,NE,não é endêmica do Brasil,56,10,729950.796337721,6959151.5690688
200,17,2562,Morta,Morta,Morta,Morta,-,-,-,36,4.5,730003.078032053,6959150.20082453
201,17,2563,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,31,8,730003.078032053,6959150.20082453
202,17,2564,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,46,10,730003.078032053,6959150.20082453
203,17,3330,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,45,13,730003.078032053,6959150.20082453
204,17,2561,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,16,4.5,730003.078032053,6959150.20082453
205,17,2560,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,20,9,730003.078032053,6959150.20082453
206,17,2559,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,64,17,730003.078032053,6959150.20082453
207,17,2558,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,47,17,730003.078032053,6959150.20082453
208,17,3331,Peraceae,Pera glabrata (Schott) Poepp. ex Baill.,Pera glabrata,Tabocuva,Árvore,NE,não é endêmica do Brasil,31,9,730003.078032053,6959150.20082453
209,17,3383,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,34,9,730003.078032053,6959150.20082453
210,17,2557,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,64,17,730003.078032053,6959150.20082453
211,17,2556,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,38,17,730003.078032053,6959150.20082453
212,17,2549,ANNONACEAE,Annona neosalicifolia H.Rainer,Annona neosalicifolia,Araticum-amarelo,Árvore,NE,não é endêmica do Brasil,40,13,730003.078032053,6959150.20082453
213,17,2550,LAURACEAE,Endlicheria paniculata (Spreng.) J.F.Macbr.,Endlicheria paniculata,Canela-frade,Arbusto; Árvore,NE,não é endêmica do Brasil,24,13,730003.078032053,6959150.20082453
214,17,2555,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,78,17,730003.078032053,6959150.20082453
215,17,2554,MYRTACEAE,Eugenia sp.,Eugenia sp.,Guamirim,-,-,-,40,15,730003.078032053,6959150.20082453
216,17,2552,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,33,9,730003.078032053,6959150.20082453
217,17,2553,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,23.5,6,730003.078032053,6959150.20082453
218,17,2551,LAURACEAE,Endlicheria paniculata (Spreng.) J.F.Macbr.,Endlicheria paniculata,Canela-frade,Arbusto; Árvore,NE,não é endêmica do Brasil,29,12,730003.078032053,6959150.20082453
219,18,2566,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,32,8,730021.450721289,6959502.49718699
220,18,2567,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,46,6,730021.450721289,6959502.49718699
221,18,2569,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,25,6,730021.450721289,6959502.49718699
222,18,2565,THYMELAEACEAE,Daphnopsis fasciculata (Meisn.) Nevling,Daphnopsis fasciculata,Embira,Árvore,NE,é endêmica do Brasil,13,2,730021.450721289,6959502.49718699
223,18,2543,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,31,7,730021.450721289,6959502.49718699
224,18,2568,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,15,4,730021.450721289,6959502.49718699
225,19,2537,ARECACEAE,Syagrus romanzoffiana (Cham.) Glassman,Syagrus romanzoffiana,Gerivá,Erva,LC,não é endêmica do Brasil,110,11,730058.807591991,6959493.48229084
226,19,2540,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,18,4.5,730058.807591991,6959493.48229084
227,19,2539,THYMELAEACEAE,Daphnopsis fasciculata (Meisn.) Nevling,Daphnopsis fasciculata,Embira,Árvore,NE,é endêmica do Brasil,16,2.5,730058.807591991,6959493.48229084
228,19,2538,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,57,7,730058.807591991,6959493.48229084
229,20,2547,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,38,6,730099.519353634,6959491.99815966
230,20,2546,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,75,7,730099.519353634,6959491.99815966
231,20,2715,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,16,6,730099.519353634,6959491.99815966
232,21,2574,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,23,4.5,730091.057948221,6959446.81572549
233,21,2575,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,40,5,730091.057948221,6959446.81572549
234,21,2529,PRIMULACEAE,Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.,Myrsine coriacea,Capororóca-vermelha,Árvore,NE,não é endêmica do Brasil,19,6,730091.057948221,6959446.81572549
235,21,2576,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,56,7,730091.057948221,6959446.81572549
236,21,2577,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,34,7,730091.057948221,6959446.81572549
237,21,2533,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,12.5,4,730091.057948221,6959446.81572549
238,21,2532,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,20,4,730091.057948221,6959446.81572549
239,21,2530,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,33,6,730091.057948221,6959446.81572549
240,21,2531,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,23,6,730091.057948221,6959446.81572549
241,21,2528,LAURACEAE,Nectandra oppositifolia Nees,Nectandra oppositifolia,Canela-ferrugem,Árvore,NE,não é endêmica do Brasil,15,4,730091.057948221,6959446.81572549
242,21,2527,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,22,6,730091.057948221,6959446.81572549
243,21,2580,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,18,5,730091.057948221,6959446.81572549
244,22,2648,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,13,5,730042.037964975,6959448.17849666
245,22,2584,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,13,4,730042.037964975,6959448.17849666
246,22,2582,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,28,7,730042.037964975,6959448.17849666
247,22,2579,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,38,9,730042.037964975,6959448.17849666
248,22,2578,EUPHORBIACEAE,Sapium glandulosum (L.) Morong,Sapium glandulosum,Leiteiro,Árvore,NE,não é endêmica do Brasil,18,6,730042.037964975,6959448.17849666
249,22,2647,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,15,6,730042.037964975,6959448.17849666
250,22,2646,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,23,7,730042.037964975,6959448.17849666
251,22,2645,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,27,7,730042.037964975,6959448.17849666
252,22,2651,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,13,4,730042.037964975,6959448.17849666
253,22,2679,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,18,6.5,730042.037964975,6959448.17849666
254,22,2649,Morta,Morta,Morta,Morta,-,-,-,14,5,730042.037964975,6959448.17849666
255,22,2652,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,24,7,730042.037964975,6959448.17849666
256,22,2653,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,14,6,730042.037964975,6959448.17849666
257,22,2650,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,15,5,730042.037964975,6959448.17849666
258,22,2660,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,58,8,730042.037964975,6959448.17849666
259,22,2654,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,26,7,730042.037964975,6959448.17849666
260,22,2656,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,15,7,730042.037964975,6959448.17849666
261,22,2667,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17,5,730042.037964975,6959448.17849666
262,22,2542,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,19,6,730042.037964975,6959448.17849666
263,22,2659,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,34,8,730042.037964975,6959448.17849666
264,22,2639,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,20.5,7,730042.037964975,6959448.17849666
265,22,2717,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,46,7,730042.037964975,6959448.17849666
266,22,2678,PRIMULACEAE,Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.,Myrsine coriacea,Capororóca-vermelha,Árvore,NE,não é endêmica do Brasil,20,8,730042.037964975,6959448.17849666
267,22,2641,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,25,7,730042.037964975,6959448.17849666
268,22,2640,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,18,7,730042.037964975,6959448.17849666
269,22,2583,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,41,9,730042.037964975,6959448.17849666
270,22,2643,Morta,Morta,Morta,Morta,-,-,-,14,5,730042.037964975,6959448.17849666
271,22,2644,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,37,6,730042.037964975,6959448.17849666
272,22,2585,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,17,6,730042.037964975,6959448.17849666
273,22,2642,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,17,7,730042.037964975,6959448.17849666
274,23,2731,MELASTOMATACEAE,Miconia cinnamomifolia (DC.) Naudin,Miconia cinnamomifolia,Pixiricão,Árvore,NE,é endêmica do Brasil,13,4,729991.726264833,6959465.03004311
275,23,2719,ARECACEAE,Syagrus romanzoffiana (Cham.) Glassman,Syagrus romanzoffiana,Gerivá,Erva,LC,não é endêmica do Brasil,68,13,729991.726264833,6959465.03004311
276,23,2658,BIGNONIACEAE,Handroanthus chrysotrichus (Mart. ex DC.) Mattos,Handroanthus chrysotrichus,Ipê-amarelo,Árvore,NE,não é endêmica do Brasil,47,12,729991.726264833,6959465.03004311
277,23,2779,Peraceae,Pera glabrata (Schott) Poepp. ex Baill.,Pera glabrata,Tabocuva,Árvore,NE,não é endêmica do Brasil,41,12,729991.726264833,6959465.03004311
278,23,2702,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,22,4,729991.726264833,6959465.03004311
279,23,2703,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17,5,729991.726264833,6959465.03004311
280,23,2708,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,13,4,729991.726264833,6959465.03004311
281,23,2710,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,17,6,729991.726264833,6959465.03004311
282,23,2677,APOCYNACEAE,Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis,Cata-vento,Árvore,NE,não é endêmica do Brasil,14,3,729991.726264833,6959465.03004311
283,23,2673,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,32,5,729991.726264833,6959465.03004311
284,23,2707,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,13.5,5,729991.726264833,6959465.03004311
285,23,2674,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,37,7,729991.726264833,6959465.03004311
286,24,2666,VERBENACEAE,Citharexylum myrianthum Cham.,Citharexylum myrianthum,Tucaneira,Árvore,NE,não é endêmica do Brasil,53,14,730001.203942195,6959419.40038084
287,24,2670,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,12.5,5,730001.203942195,6959419.40038084
288,24,2669,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,13,5,730001.203942195,6959419.40038084
289,24,2668,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,27,6,730001.203942195,6959419.40038084
290,24,2667,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,18,4,730001.203942195,6959419.40038084
291,24,2663,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,14,4,730001.203942195,6959419.40038084
292,24,2665,THYMELAEACEAE,Daphnopsis fasciculata (Meisn.) Nevling,Daphnopsis fasciculata,Embira,Árvore,NE,é endêmica do Brasil,14.5,3,730001.203942195,6959419.40038084
293,24,2541,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,56,13,730001.203942195,6959419.40038084
294,24,2664,ASTERACEAE,Vernonia sp.,Vernonia sp.,Vassoura,Árvore,-,-,27,8,730001.203942195,6959419.40038084
295,24,2662,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,38,5,730001.203942195,6959419.40038084
